Negócio - Negócio criado em,Negócio - Organização 2,Negócio - Novo cliente?,Negócio - Etapa,Negócio - Status,Negócio - Data de ganho,Negócio - Data de perda,Organização - Canal de Origem,Negócio - Data atualizada,Negócio - Data da Última Atividade
2021-05-10 10:01:48,Imobiliária 13,Não,04 - Pós-visita,Perdido,,2021-05-11 09:43:10,Tipo D,2021-05-11 09:43:10,2021-05-11
2021-05-10 14:53:49,Imobiliária 31,Não,04 - Pós-visita,Perdido,,2021-05-12 10:10:13,Tipo D,2021-08-09 08:02:56,2021-08-04
2021-05-10 15:49:17,Imobiliária 31,Não,07 - Negociação,Perdido,,2021-06-04 09:19:47,Tipo D,2021-07-28 17:04:35,2021-05-28
2021-05-10 15:51:05,Imobiliária 43,Sim,05 - Acompanhamento,Perdido,,2021-05-28 13:34:21,Tipo D,2021-05-28 13:34:22,2021-05-25
2021-05-10 15:51:41,Imobiliária 43,Sim,05 - Acompanhamento,Perdido,,2021-05-28 13:33:16,Tipo D,2021-05-28 13:33:18,2021-05-25
2021-05-10 15:52:25,Imobiliária 43,Sim,03 - Visita Agendada,Perdido,,2021-05-12 13:41:37,Tipo D,2021-05-13 15:47:56,2021-05-12
2021-05-10 16:24:23,Imobiliária 41,Sim,01 - Contato,Perdido,,2021-06-09 14:40:18,Tipo D,2021-06-09 14:40:18,2021-05-27
2021-05-10 16:25:09,Imobiliária 41,Sim,01 - Contato,Perdido,,2021-05-12 10:24:21,Tipo D,2021-05-12 10:24:22,2021-05-12
2021-05-10 16:50:32,Imobiliária 43,Sim,03 - Visita Agendada,Perdido,,2021-05-17 13:22:52,Tipo D,2021-05-17 13:34:25,2021-05-17
2021-05-10 16:50:57,Imobiliária 43,Sim,03 - Visita Agendada,Perdido,,2021-05-12 13:44:38,Tipo D,2021-05-12 13:44:39,2021-05-12
2021-05-10 16:56:42,Imobiliária 30,,01 - Contato,Perdido,,2021-06-16 14:41:05,Tipo D,2021-06-16 14:41:05,2021-05-31
2021-05-10 17:22:08,Imobiliária 31,Sim,01 - Contato,Perdido,,2021-05-17 11:19:08,Tipo D,2021-05-17 11:19:08,2021-05-17
2021-05-10 17:22:54,Imobiliária 69,,01 - Contato,Perdido,,2021-06-16 14:43:54,Tipo D,2021-06-16 14:43:54,2021-05-28
2021-05-11 10:01:21,Imobiliária 19,Sim,03 - Visita Agendada,Perdido,,2021-06-07 10:02:22,Tipo D,2021-07-19 15:18:56,2021-06-07
2021-05-11 10:31:18,Imobiliária 92,Sim,01 - Contato,Perdido,,2021-05-24 15:32:07,Tipo A,2021-08-16 17:14:14,2021-08-04
2021-05-11 11:24:18,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-06-14 15:46:16,Tipo D,2021-06-14 15:46:16,2021-06-14
2021-05-11 15:08:53,Imobiliária 84,,01 - Contato,Perdido,,2021-10-14 10:36:09,Tipo A,2021-10-14 10:36:09,2021-07-23
2021-05-11 15:10:51,Imobiliária 5,,01 - Contato,Perdido,,2021-10-14 10:36:15,Tipo C,2021-10-14 10:36:15,2021-07-13
2021-05-11 15:14:42,Imobiliária 40,,01 - Contato,Perdido,,2021-07-14 14:21:26,Tipo D,2021-07-14 14:21:26,2021-07-15
2021-05-11 15:16:30,Imobiliária 82,,01 - Contato,Em aberto,,,Tipo D,2021-10-13 15:19:57,2021-09-13
2021-05-11 15:18:14,Imobiliária 95,,01 - Contato,Perdido,,2021-08-18 11:51:13,Tipo B,2021-08-18 11:51:13,2021-07-23
2021-05-11 15:19:48,Imobiliária 10,,01 - Contato,Em aberto,,,Tipo C,2021-07-28 12:19:28,2021-08-06
2021-05-11 15:21:11,Imobiliária 6,,01 - Contato,Perdido,,2021-05-11 17:43:18,Tipo D,2021-05-11 17:43:18,
2021-05-11 15:22:52,Imobiliária 1,,01 - Contato,Perdido,,2021-07-14 14:23:42,Tipo D,2021-07-14 14:23:43,2021-07-15
2021-05-11 15:24:24,Imobiliária 70,,01 - Contato,Perdido,,2021-07-16 16:02:49,Tipo D,2021-08-11 10:56:56,2021-07-19
2021-05-11 15:26:07,Imobiliária 9,,01 - Contato,Perdido,,2021-05-19 15:46:20,Tipo C,2021-05-19 15:46:21,2021-05-17
2021-05-11 15:28:05,Imobiliária 10,,01 - Contato,Em aberto,,,Tipo C,2021-10-08 12:34:18,2021-09-16
2021-05-11 15:29:31,Imobiliária 80,,01 - Contato,Perdido,,2021-10-14 10:35:51,Tipo A,2021-10-14 10:35:51,2021-07-22
2021-05-11 16:35:35,Imobiliária 71,,01 - Contato,Perdido,,2021-07-14 14:25:52,Tipo D,2021-07-14 14:25:52,2021-07-14
2021-05-11 17:33:26,Imobiliária 33,,01 - Contato,Perdido,,2021-05-19 14:53:57,Tipo C,2021-05-19 14:53:58,2021-05-14
2021-05-11 17:35:44,Imobiliária 31,,01 - Contato,Em aberto,,,Tipo D,2021-09-28 11:37:00,2021-09-24
2021-05-11 17:37:55,Imobiliária 73,,01 - Contato,Perdido,,2021-07-13 16:34:08,Tipo D,2021-09-22 10:53:41,2021-07-16
2021-05-11 17:39:45,Imobiliária 6,,01 - Contato,Perdido,,2021-05-19 15:16:03,Tipo D,2021-05-19 15:16:04,2021-05-17
2021-05-11 17:41:18,Imobiliária 26,Sim,01 - Contato,Perdido,,2021-07-15 17:29:40,Tipo B,2021-07-15 17:29:41,2021-06-01
2021-05-12 08:58:44,Imobiliária 16,Sim,01 - Contato,Perdido,,2021-05-21 12:01:29,Tipo D,2021-05-21 12:01:30,2021-05-17
2021-05-12 09:56:06,Imobiliária 16,Sim,04 - Pós-visita,Perdido,,2021-05-12 14:45:28,Tipo D,2021-07-13 16:31:12,2021-05-13
2021-05-12 09:59:50,Imobiliária 16,Sim,04 - Pós-visita,Perdido,,2021-05-14 17:09:52,Tipo D,2021-05-14 17:09:53,2021-05-14
2021-05-12 10:27:09,Imobiliária 11,Sim,03 - Visita Agendada,Perdido,,2021-05-13 14:32:01,Tipo D,2021-07-13 16:31:18,2021-05-13
2021-05-12 11:11:38,Imobiliária 16,Sim,04 - Pós-visita,Perdido,,2021-05-12 14:45:51,Tipo D,2021-07-13 16:31:11,2021-05-13
2021-05-12 11:41:07,Imobiliária 62,Sim,01 - Contato,Perdido,,2021-05-27 10:14:54,Tipo D,2021-07-28 17:04:35,2021-05-24
2021-05-12 12:29:23,Imobiliária 11,Sim,03 - Visita Agendada,Perdido,,2021-05-13 14:31:49,Tipo D,2021-08-01 19:27:18,2021-05-13
2021-05-12 13:16:30,Imobiliária 43,Não,03 - Visita Agendada,Perdido,,2021-05-12 13:47:05,Tipo D,2021-05-12 13:47:06,
2021-05-12 15:44:12,Imobiliária 18,Sim,01 - Contato,Perdido,,2021-09-30 13:53:43,Tipo D,2021-09-30 13:53:44,2021-10-12
2021-05-13 08:18:16,Imobiliária 96,Não,01 - Contato,Perdido,,2021-07-15 17:30:01,Tipo B,2021-07-15 17:30:02,2021-06-14
2021-05-13 09:41:34,Imobiliária 35,Sim,04 - Pós-visita,Perdido,,2021-05-17 09:13:14,Tipo D,2021-05-20 12:07:51,2021-05-14
2021-05-13 10:19:07,Imobiliária 15,Sim,03 - Visita Agendada,Perdido,,2021-05-13 14:30:47,Tipo D,2021-08-01 19:27:18,2021-05-13
2021-05-13 10:19:45,Imobiliária 15,Sim,03 - Visita Agendada,Perdido,,2021-05-13 14:30:35,Tipo D,2021-08-01 19:27:19,2021-05-14
2021-05-13 11:29:36,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-05-31 10:54:56,Tipo D,2021-07-28 17:04:35,2021-05-24
2021-05-13 12:03:46,Imobiliária 76,Sim,04 - Pós-visita,Perdido,,2021-05-25 09:23:55,Tipo A,2021-05-25 09:23:55,2021-05-24
2021-05-13 12:06:39,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:24:28,Tipo A,2021-05-25 09:24:28,2021-05-24
2021-05-13 12:10:28,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:47:29,Tipo A,2021-05-25 09:47:29,2021-05-24
2021-05-13 12:11:40,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-24 17:23:54,Tipo A,2021-07-21 17:02:23,2021-07-16
2021-05-13 12:14:16,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:47:48,Tipo A,2021-05-25 09:47:48,2021-05-24
2021-05-13 12:15:36,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:48:16,Tipo A,2021-05-25 09:48:16,2021-05-24
2021-05-13 12:16:51,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:49:02,Tipo A,2021-05-25 09:49:02,2021-05-24
2021-05-13 12:18:44,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:49:58,Tipo A,2021-05-25 09:49:58,2021-05-24
2021-05-13 12:19:51,Imobiliária 76,Não,07 - Negociação,Ganho,2021-06-04 09:20:04,,Tipo A,2021-06-07 16:29:17,2021-06-04
2021-05-13 14:49:08,Imobiliária 31,Sim,04 - Pós-visita,Perdido,,2021-05-25 08:11:35,Tipo D,2021-08-16 17:13:33,2021-08-04
2021-05-13 14:55:37,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-06-15 11:35:25,Tipo D,2021-07-28 17:04:34,2021-06-14
2021-05-13 15:17:16,Imobiliária 13,Sim,05 - Acompanhamento,Perdido,,2021-06-02 14:02:16,Tipo D,2021-06-02 14:02:17,2021-05-24
2021-05-13 15:19:24,Imobiliária 13,Sim,03 - Visita Agendada,Perdido,,2021-05-17 12:05:58,Tipo D,2021-05-17 12:05:59,2021-05-14
2021-05-13 15:21:48,Imobiliária 13,Sim,03 - Visita Agendada,Perdido,,2021-05-17 15:22:25,Tipo D,2021-10-05 14:46:27,2021-05-21
2021-05-13 15:31:21,Imobiliária 18,Sim,03 - Visita Agendada,Perdido,,2021-05-14 11:13:18,Tipo D,2021-08-01 19:27:20,2021-05-14
2021-05-13 15:32:19,Imobiliária 18,Sim,03 - Visita Agendada,Perdido,,2021-05-14 11:13:35,Tipo D,2021-08-01 19:27:26,2021-05-14
2021-05-13 15:34:09,Imobiliária 18,Sim,03 - Visita Agendada,Perdido,,2021-05-14 11:13:54,Tipo D,2021-08-01 19:27:19,2021-05-14
2021-05-13 16:20:22,Imobiliária 7,Sim,04 - Pós-visita,Perdido,,2021-05-17 09:39:24,Tipo D,2021-05-17 09:39:25,2021-05-14
2021-05-13 16:22:51,Imobiliária 7,Sim,04 - Pós-visita,Perdido,,2021-05-17 09:39:42,Tipo D,2021-05-17 09:39:42,2021-05-14
2021-05-13 16:26:15,Imobiliária 35,Sim,03 - Visita Agendada,Perdido,,2021-05-13 16:26:41,Tipo D,2021-05-20 12:09:01,
2021-05-13 16:27:42,Imobiliária 7,Sim,04 - Pós-visita,Perdido,,2021-05-17 09:39:33,Tipo D,2021-05-17 09:39:33,2021-05-14
2021-05-13 16:41:09,Imobiliária 7,Sim,05 - Acompanhamento,Perdido,,2021-06-07 11:55:58,Tipo D,2021-06-07 11:55:58,2021-05-31
2021-05-13 17:06:09,Imobiliária 22,Não,04 - Pós-visita,Perdido,,2021-05-17 08:58:39,Tipo D,2021-05-20 12:05:10,2021-05-14
2021-05-13 17:26:53,Imobiliária 22,Não,03 - Visita Agendada,Perdido,,2021-05-13 17:27:16,Tipo D,2021-05-20 12:05:55,
2021-05-13 17:28:20,Imobiliária 22,Não,03 - Visita Agendada,Perdido,,2021-05-17 08:56:59,Tipo D,2021-05-20 12:00:12,2021-05-14
2021-05-14 08:11:54,Imobiliária 8,Sim,05 - Acompanhamento,Perdido,,2021-06-14 16:14:09,Tipo A,2021-07-28 17:04:34,2021-06-14
2021-05-14 08:43:58,Imobiliária 22,Não,04 - Pós-visita,Perdido,,2021-05-17 09:22:15,Tipo D,2021-05-20 12:15:55,2021-05-14
2021-05-14 08:46:23,Imobiliária 22,Sim,04 - Pós-visita,Perdido,,2021-05-17 09:21:38,Tipo D,2021-05-20 15:34:02,2021-05-14
2021-05-14 08:56:02,Imobiliária 8,Não,04 - Pós-visita,Perdido,,2021-05-25 08:37:23,Tipo A,2021-05-25 08:37:23,2021-05-24
2021-05-14 09:55:14,Imobiliária 15,Sim,03 - Visita Agendada,Perdido,,2021-05-14 13:23:47,Tipo D,2021-08-01 19:27:20,2021-05-14
2021-05-14 10:37:20,Imobiliária 26,Sim,05 - Acompanhamento,Perdido,,2021-05-28 13:38:10,Tipo B,2021-05-28 13:38:11,2021-05-25
2021-05-14 11:31:00,Imobiliária 17,Sim,05 - Acompanhamento,Perdido,,2021-05-21 11:30:04,Tipo D,2021-05-21 11:30:05,2021-05-17
2021-05-14 12:16:41,Imobiliária 84,Sim,04 - Pós-visita,Perdido,,2021-05-17 10:34:57,Tipo A,2021-07-22 08:26:39,2021-05-17
2021-05-14 12:20:11,Imobiliária 84,Sim,04 - Pós-visita,Perdido,,2021-05-17 10:34:40,Tipo A,2021-07-22 08:26:39,2021-05-17
2021-05-14 12:21:59,Imobiliária 84,Sim,04 - Pós-visita,Perdido,,2021-05-19 11:02:54,Tipo A,2021-05-19 11:02:55,2021-05-19
2021-05-14 12:28:37,Imobiliária 32,Sim,05 - Acompanhamento,Perdido,,2021-05-24 11:57:52,Tipo D,2021-05-24 11:57:52,2021-05-19
2021-05-14 12:41:55,Imobiliária 22,Não,03 - Visita Agendada,Perdido,,2021-05-14 12:59:23,Tipo D,2021-05-20 12:03:57,
2021-05-14 12:55:44,Imobiliária 22,Não,03 - Visita Agendada,Perdido,,2021-05-14 17:49:43,Tipo D,2021-05-20 15:27:49,2021-05-14
2021-05-14 14:39:10,Imobiliária 22,Sim,03 - Visita Agendada,Perdido,,2021-05-14 14:39:39,Tipo D,2021-05-20 11:55:18,
2021-05-14 14:40:11,Imobiliária 22,Não,03 - Visita Agendada,Perdido,,2021-05-17 08:48:22,Tipo D,2021-05-20 15:26:49,2021-05-14
2021-05-14 15:56:54,Imobiliária 19,Sim,01 - Contato,Em aberto,,,Tipo D,2021-10-13 15:29:49,2021-10-06
2021-05-14 16:47:46,Imobiliária 84,Sim,03 - Visita Agendada,Perdido,,2021-05-17 10:34:00,Tipo A,2021-05-17 10:34:01,2021-05-15
2021-05-14 17:08:54,Imobiliária 52,Sim,04 - Pós-visita,Perdido,,2021-05-17 11:06:42,Tipo D,2021-08-11 07:45:03,2021-08-04
2021-05-14 17:09:54,Imobiliária 84,Sim,03 - Visita Agendada,Perdido,,2021-05-17 10:34:11,Tipo A,2021-05-17 10:34:12,2021-05-15
2021-05-14 17:10:43,Imobiliária 52,Não,05 - Acompanhamento,Perdido,,2021-05-25 10:49:11,Tipo D,2021-05-25 10:49:11,2021-05-24
2021-05-14 17:11:45,Imobiliária 52,Não,04 - Pós-visita,Perdido,,2021-05-17 11:06:56,Tipo D,2021-08-11 07:45:14,2021-08-04
2021-05-14 17:12:57,Imobiliária 52,Não,05 - Acompanhamento,Perdido,,2021-07-01 14:51:18,Tipo D,2021-07-28 17:04:34,2021-06-22
2021-05-14 17:14:59,Imobiliária 52,Não,04 - Pós-visita,Perdido,,2021-05-17 11:07:41,Tipo D,2021-08-11 07:45:26,2021-08-04
2021-05-14 17:16:20,Imobiliária 7,Sim,05 - Acompanhamento,Perdido,,2021-07-08 16:13:46,Tipo D,2021-07-08 16:13:47,2021-06-21
2021-05-14 17:36:39,Imobiliária 22,Sim,04 - Pós-visita,Perdido,,2021-05-20 10:55:07,Tipo D,2021-05-20 10:55:08,2021-05-17
2021-05-14 17:41:16,Imobiliária 35,Sim,05 - Acompanhamento,Perdido,,2021-07-23 16:02:49,Tipo D,2021-07-23 16:02:50,2021-05-31
2021-05-17 08:33:29,Imobiliária 22,Sim,07 - Negociação,Ganho,2021-06-28 13:53:10,,Tipo D,2021-06-28 13:53:10,2021-05-31
2021-05-17 08:47:22,Imobiliária 84,Sim,04 - Pós-visita,Perdido,,2021-05-17 10:35:11,Tipo A,2021-05-20 10:58:40,2021-05-17
2021-05-17 09:15:14,Imobiliária 13,Sim,03 - Visita Agendada,Perdido,,2021-05-17 12:14:16,Tipo D,2021-05-17 12:14:17,
2021-05-17 09:53:42,Imobiliária 18,Não,01 - Contato,Perdido,,2021-05-17 09:54:14,Tipo D,2021-05-17 09:54:15,
2021-05-17 10:45:08,Imobiliária 40,Sim,01 - Contato,Perdido,,2021-07-15 12:01:00,Tipo D,2021-07-15 12:01:02,2021-06-18
2021-05-17 12:15:57,Imobiliária 13,Sim,03 - Visita Agendada,Perdido,,2021-05-18 08:44:04,Tipo D,2021-05-18 08:44:05,2021-05-18
2021-05-17 14:20:32,Imobiliária 18,Não,04 - Pós-visita,Perdido,,2021-05-18 14:06:28,Tipo D,2021-05-18 14:06:28,2021-05-17
2021-05-17 14:21:08,Imobiliária 18,Não,04 - Pós-visita,Perdido,,2021-05-18 14:06:04,Tipo D,2021-05-18 14:06:04,2021-05-17
2021-05-17 16:46:43,Imobiliária 43,Não,05 - Acompanhamento,Perdido,,2021-05-28 13:32:15,Tipo D,2021-05-28 13:32:16,2021-05-27
2021-05-17 16:52:17,Imobiliária 22,Sim,05 - Acompanhamento,Perdido,,2021-07-23 16:01:28,Tipo D,2021-07-23 16:01:28,2021-05-31
2021-05-17 17:44:51,Imobiliária 74,Sim,04 - Pós-visita,Perdido,,2021-05-18 08:45:22,Tipo C,2021-07-16 10:25:33,2021-05-18
2021-05-18 15:03:01,Imobiliária 43,Não,05 - Acompanhamento,Perdido,,2021-07-26 16:20:42,Tipo D,2021-07-26 16:20:43,2021-07-23
2021-05-18 16:25:04,Imobiliária 84,Sim,05 - Acompanhamento,Perdido,,2021-05-21 09:09:38,Tipo A,2021-05-21 09:09:39,2021-05-24
2021-05-18 16:27:21,Imobiliária 84,Sim,04 - Pós-visita,Perdido,,2021-05-20 09:20:45,Tipo A,2021-05-20 09:20:46,2021-05-19
2021-05-18 16:32:41,Imobiliária 41,Sim,07 - Negociação,Perdido,,2021-06-09 09:02:49,Tipo D,2021-06-09 09:02:49,2021-06-04
2021-05-18 16:37:37,Imobiliária 26,Sim,03 - Visita Agendada,Perdido,,2021-05-18 16:47:11,Tipo B,2021-05-18 16:47:11,
2021-05-18 16:59:07,Imobiliária 74,Sim,05 - Acompanhamento,Perdido,,2021-06-07 11:08:20,Tipo C,2021-07-16 10:24:35,2021-05-31
2021-05-18 16:59:39,Imobiliária 74,Sim,05 - Acompanhamento,Perdido,,2021-06-25 16:02:22,Tipo C,2021-07-16 10:25:54,2021-06-28
2021-05-18 17:00:18,Imobiliária 74,Sim,04 - Pós-visita,Perdido,,2021-05-21 08:13:23,Tipo C,2021-07-16 10:26:44,
2021-05-19 09:16:42,Imobiliária 84,Sim,04 - Pós-visita,Perdido,,2021-05-20 09:20:31,Tipo A,2021-05-20 09:20:31,2021-05-20
2021-05-19 09:24:00,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:56:58,Tipo A,2021-05-25 09:56:58,2021-05-24
2021-05-19 09:25:34,Imobiliária 76,Não,05 - Acompanhamento,Perdido,,2021-05-31 17:09:22,Tipo A,2021-05-31 17:09:22,2021-06-01
2021-05-19 09:27:28,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 10:03:44,Tipo A,2021-05-25 10:03:44,2021-05-24
2021-05-19 09:29:01,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-25 09:14:14,Tipo A,2021-05-25 09:14:14,2021-05-24
2021-05-19 10:17:47,Imobiliária 96,,01 - Contato,Perdido,,2021-05-19 10:18:26,Tipo B,2021-05-19 10:18:27,
2021-05-19 11:14:11,Imobiliária 15,,01 - Contato,Em aberto,,,Tipo D,2021-10-11 11:35:17,2021-08-20
2021-05-19 11:14:28,Imobiliária 16,,01 - Contato,Perdido,,2021-05-19 11:28:34,Tipo B,2021-05-19 11:28:34,
2021-05-19 11:16:14,Imobiliária 16,,01 - Contato,Perdido,,2021-07-30 17:35:58,Tipo D,2021-07-30 17:35:58,2021-07-30
2021-05-19 11:17:23,Imobiliária 18,,01 - Contato,Perdido,,2021-07-15 17:27:20,Tipo D,2021-07-15 17:27:20,2021-07-06
2021-05-19 11:18:52,Imobiliária 3,,01 - Contato,Perdido,,2021-07-15 12:00:35,Tipo B,2021-07-15 12:00:36,2021-05-27
2021-05-19 11:19:47,Imobiliária 7,,01 - Contato,Perdido,,2021-07-15 12:00:18,Tipo D,2021-07-15 12:00:19,2021-06-15
2021-05-19 11:21:08,Imobiliária 13,,01 - Contato,Perdido,,2021-06-09 17:20:23,Tipo D,2021-06-09 17:20:24,
2021-05-19 11:26:01,Imobiliária 19,,01 - Contato,Perdido,,2021-07-15 12:00:45,Tipo D,2021-07-15 12:00:46,2021-07-08
2021-05-19 11:27:39,Imobiliária 20,,01 - Contato,Perdido,,2021-07-13 17:51:59,Tipo D,2021-07-13 17:52:00,2021-06-18
2021-05-19 11:29:39,Imobiliária 22,,01 - Contato,Perdido,,2021-07-13 17:51:50,Tipo D,2021-07-13 17:51:51,2021-07-06
2021-05-19 11:30:27,Imobiliária 22,,01 - Contato,Perdido,,2021-07-15 12:00:04,Tipo D,2021-07-15 12:00:05,2021-07-05
2021-05-19 11:32:47,Imobiliária 28,,01 - Contato,Perdido,,2021-07-15 12:02:35,Tipo C,2021-07-15 12:02:36,2021-06-21
2021-05-19 11:36:44,Imobiliária 28,,01 - Contato,Perdido,,2021-07-15 12:02:45,Tipo C,2021-07-15 12:02:46,2021-06-21
2021-05-19 11:37:29,Imobiliária 31,,01 - Contato,Perdido,,2021-07-15 11:59:55,Tipo D,2021-07-15 11:59:56,2021-05-31
2021-05-19 11:38:39,Imobiliária 32,,01 - Contato,Perdido,,2021-10-14 10:37:37,Tipo D,2021-10-14 10:37:37,2021-07-30
2021-05-19 11:40:08,Imobiliária 36,,01 - Contato,Em aberto,,,Tipo C,2021-10-13 15:43:43,2021-09-08
2021-05-19 11:41:11,Imobiliária 36,,01 - Contato,Perdido,,2021-05-19 11:46:15,Tipo C,2021-05-19 11:46:15,
2021-05-19 11:47:07,Imobiliária 38,,01 - Contato,Em aberto,,,Tipo C,2021-10-13 16:16:15,2021-09-10
2021-05-19 11:50:54,Imobiliária 47,,01 - Contato,Perdido,,2021-07-07 15:29:38,Tipo D,2021-07-07 15:29:39,2021-06-18
2021-05-19 11:52:31,Imobiliária 67,,01 - Contato,Perdido,,2021-07-15 12:02:54,Tipo D,2021-07-15 12:02:55,2021-06-18
2021-05-19 11:53:26,Imobiliária 68,,01 - Contato,Em aberto,,,Tipo D,2021-10-13 16:00:38,2021-09-13
2021-05-19 11:54:39,Imobiliária 74,,01 - Contato,Perdido,,2021-07-15 12:02:24,Tipo C,2021-07-15 12:02:25,2021-06-14
2021-05-19 11:55:38,Imobiliária 87,,01 - Contato,Perdido,,2021-07-15 11:59:15,Tipo C,2021-07-15 11:59:16,2021-05-31
2021-05-19 12:00:28,Imobiliária 22,Sim,03 - Visita Agendada,Perdido,,2021-05-20 10:23:19,Tipo D,2021-05-20 10:23:20,
2021-05-19 14:45:32,Imobiliária 1,Sim,02 - Ta quente!,Perdido,,2021-09-20 17:24:06,Tipo D,2021-09-20 17:24:06,2021-09-20
2021-05-19 14:57:45,Imobiliária 31,Sim,01 - Contato,Perdido,,2021-10-14 10:36:59,Tipo D,2021-10-14 10:36:59,2021-07-30
2021-05-19 15:00:51,Imobiliária 32,Sim,01 - Contato,Perdido,,2021-10-14 10:37:57,Tipo D,2021-10-14 10:37:57,2021-10-08
2021-05-19 15:05:39,Imobiliária 40,Sim,01 - Contato,Perdido,,2021-05-27 15:43:25,Tipo D,2021-05-27 15:43:26,2021-05-27
2021-05-19 15:06:23,Imobiliária 40,Sim,01 - Contato,Em aberto,,,Tipo D,2021-09-13 10:56:24,2021-07-30
2021-05-19 15:07:12,Imobiliária 49,Sim,01 - Contato,Perdido,,2021-07-09 14:36:28,Tipo C,2021-07-09 14:36:29,2021-07-09
2021-05-19 15:08:11,Imobiliária 55,Sim,01 - Contato,Em aberto,,,Tipo D,2021-10-13 16:16:55,2021-09-13
2021-05-19 15:10:09,Imobiliária 74,Sim,01 - Contato,Perdido,,2021-07-15 09:27:21,Tipo C,2021-07-22 14:28:17,2021-07-19
2021-05-19 15:13:43,Imobiliária 84,Sim,01 - Contato,Perdido,,2021-09-13 08:48:56,Tipo A,2021-09-13 08:48:56,2021-09-06
2021-05-19 15:20:30,Imobiliária 17,Não,04 - Pós-visita,Perdido,,2021-05-21 11:49:40,Tipo D,2021-05-21 11:49:41,2021-05-20
2021-05-19 15:21:02,Imobiliária 17,Não,05 - Acompanhamento,Perdido,,2021-07-13 17:01:17,Tipo D,2021-07-13 17:01:18,2021-07-13
2021-05-19 16:33:30,Imobiliária 41,Sim,01 - Contato,Perdido,,2021-05-21 16:25:38,Tipo D,2021-05-21 16:25:38,
2021-05-19 16:37:36,Imobiliária 22,,01 - Contato,Perdido,,2021-05-25 10:16:03,Tipo D,2021-05-25 10:16:28,2021-05-25
2021-05-19 17:21:33,Imobiliária 32,Sim,01 - Contato,Perdido,,2021-10-14 10:36:03,Tipo D,2021-10-14 10:36:03,2021-05-26
2021-05-19 17:24:23,Imobiliária 26,Sim,05 - Acompanhamento,Perdido,,2021-07-12 17:55:00,Tipo B,2021-07-12 17:55:01,2021-06-21
2021-05-19 17:38:25,Imobiliária 22,Sim,05 - Acompanhamento,Perdido,,2021-05-24 08:25:12,Tipo D,2021-05-24 08:25:13,2021-05-20
2021-05-20 08:38:26,Imobiliária 26,Não,03 - Visita Agendada,Perdido,,2021-05-20 09:29:33,Tipo B,2021-05-20 09:29:34,
2021-05-20 08:39:29,Imobiliária 26,Sim,03 - Visita Agendada,Perdido,,2021-05-20 10:12:16,Tipo B,2021-05-20 16:24:03,
2021-05-20 09:49:06,Imobiliária 61,Sim,04 - Pós-visita,Perdido,,2021-05-25 10:32:21,Tipo D,2021-05-25 10:32:21,2021-05-27
2021-05-20 09:58:23,Imobiliária 61,Sim,04 - Pós-visita,Perdido,,2021-05-25 09:22:11,Tipo D,2021-07-14 13:46:30,2021-05-25
2021-05-20 11:05:14,Imobiliária 22,Não,03 - Visita Agendada,Perdido,,2021-06-16 14:47:15,Tipo D,2021-06-16 14:47:16,2021-06-01
2021-05-20 11:07:45,Imobiliária 22,Sim,03 - Visita Agendada,Perdido,,2021-06-16 14:48:14,Tipo D,2021-06-16 14:48:14,2021-06-01
2021-05-20 11:09:10,Imobiliária 17,Não,04 - Pós-visita,Perdido,,2021-05-21 11:52:17,Tipo D,2021-05-21 11:52:17,2021-05-20
2021-05-20 11:22:29,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-24 17:44:48,Tipo A,2021-08-21 09:49:58,2021-08-04
2021-05-20 12:23:15,Imobiliária 76,Não,04 - Pós-visita,Perdido,,2021-05-24 17:44:30,Tipo A,2021-08-21 09:49:59,2021-08-04
2021-05-20 12:41:29,Imobiliária 84,Não,01 - Contato,Perdido,,2021-05-20 12:41:53,Tipo A,2021-05-20 12:41:53,
2021-05-20 12:42:27,Imobiliária 84,Não,01 - Contato,Perdido,,2021-05-20 12:42:51,Tipo A,2021-05-20 12:42:52,
2021-05-20 12:43:26,Imobiliária 84,Não,07 - Negociação,Perdido,,2021-06-29 16:00:28,Tipo A,2021-06-29 16:00:28,2021-06-04
2021-05-20 12:46:35,Imobiliária 84,Não,05 - Acompanhamento,Perdido,,2021-05-31 09:11:53,Tipo A,2021-05-31 09:11:54,2021-06-03
2021-05-20 12:48:34,Imobiliária 84,Não,04 - Pós-visita,Perdido,,2021-05-21 11:11:43,Tipo A,2021-05-21 11:11:44,
